#,Asset Type,Product,ASSET TAG,Receiving date,Keyboard,SERIAL NUMBER,PO,MODEL,ERASED,CUSTOMER,CONDITION,DIAG,HARDWARE TYPE,CPU TYPE,CPU CORES,GPU CORES,MEMORY,HARDDRIVE,STATUS,CHARGER,INCLUDED,INVENTORY,country
4,APPLE,MacBook Pro 14 Apple,4,25/07/2024,EN,SC4QHX9P6PM,,A2442,COMPLETED,Wise,NEW,ADP000,MacBook Pro 14 Apple M3 Pro 11-Core CPU 14-Core GPU 36GB RAM 512GB SSD,M3 Pro,11,14,36,512,,INCLUDED,,SHIPPED,Singapore
4,APPLE,MacBook Pro 14  Apple,4,25-Jul-24,EN,SC4QHX9P6PM,,A2442,COMPLETED,Wise,NEW,ADP000,MacBook Pro 14  Apple M3 Pro 11-Core CPU 14-Core GPU 36GB RAM 512GB SSD,M3 Pro,11,14,36,512,,INCLUDED,,SHIPPED,Singapore
10,APPLE,MacBook Pro 14  Apple,10,25-Jul-24,EN,SF47N2NK923,,A2442,COMPLETED,Wise,NEW,ADP000,MacBook Pro 14  Apple M3 Pro 11-Core CPU 14-Core GPU 36GB RAM 512GB SSD,M3 Pro,11,14,36,512,,INCLUDED,,SHIPPED,Singapore
12,APPLE,MacBook Air 13  Apple,12,25-Jul-24,EN,SD2RJ6GXDYT,,A2337,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
13,APPLE,MacBook Air 13  Apple,13,25-Jul-24,EN,SJT6TQY4920,,A2337,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
15,APPLE,MacBook Air 13  Apple,15,25-Jul-24,EN,SC34WPL933J,,A2337,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
16,APPLE,MacBook Air 13  Apple,16,25-Jul-24,EN,SMT7Y9NG7JV,,A2337,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
17,APPLE,MacBook Air 13  Apple,17,25-Jul-24,EN,SL0341NQLFX,,A2337,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
18,APPLE,MacBook Air 13  Apple,18,25-Jul-24,EN,SGLWMVF3C4P,,A2337,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
20,APPLE,MacBook Air 13  Apple,F2.20,25-Jul-24,EN,SK625W7PV2L,,A2337,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
21,APPLE,MacBook Air 13  Apple,21,25-Jul-24,EN,SJ63YHW1232,,A2337,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
24,APPLE,MacBook Air 13  Apple,24,25-Jul-24,EN,SM232CYH6HK,,A2337,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
25,APPLE,MacBook Air 13  Apple,25,25-Jul-24,EN,SM7G6774VM2,,A2337,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
26,APPLE,MacBook Air 13  Apple,26,25-Jul-24,EN,SLYKN4DR4LV,,A2337,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
27,APPLE,MacBook Air 13  Apple,27,25-Jul-24,EN,SK1FMQMT493,,A2337,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
28,APPLE,MacBook Air 13  Apple,28,25-Jul-24,EN,SDQ367VDWW9,,A2337,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
29,APPLE,MacBook Air 13  Apple,29,25-Jul-24,EN,SMQ07VND6WW,,A2337,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
30,APPLE,MacBook Air 13  Apple,30,25-Jul-24,EN,SCV2N9FHT47,,A2337,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
32,APPLE,MacBook Air 13  Apple,32,25-Jul-24,EN,SFPM74T19Q1,,A2337,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
33,APPLE,MacBook Air 13  Apple,33,25-Jul-24,EN,SHF25T7QC0H,,A2337,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
34,APPLE,MacBook Air 13  Apple,34,25-Jul-24,EN,SG7LCF1WMLY,,A2337,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
40,APPLE,MacBook Air 13  Apple,40,25-Jul-24,EN,SJ2KH72Q3KD,,A2337,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
41,APPLE,MacBook Air 13  Apple,41,25-Jul-24,EN,SLQR4TH5KFQ,,A2337,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
43,APPLE,MacBook Air 13  Apple,43,25-Jul-24,EN,SGWC7F2TG6N,,A2337,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
45,APPLE,MacBook Air 13  Apple,45,25-Jul-24,EN,SDCJWVCVQJD,,A2337,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
46,APPLE,MacBook Air 13  Apple,46, ,EN,SK3PP7CHY66,,A2337,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
47,APPLE,MacBook Air 13  Apple,47,25-Jul-24,EN,SJK7KK6JQKP,,A2337,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
48,APPLE,MacBook Air 13  Apple,48,25-Jul-24,EN,SKNWGT9LJDF,,A2337,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
49,APPLE,MacBook Air 13  Apple,49,25-Jul-24,EN,SL6XTHPKT4C,,A2337,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
50,APPLE,MacBook Air 13  Apple,50,25-Jul-24,EN,SDH27CN6G6H,,A2337,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
51,APPLE,MacBook Air 13  Apple,51,25-Jul-24,EN,SHQJHPV2XNN,,A2337,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
52,APPLE,MacBook Air 13  Apple,52,25-Jul-24,EN,SC9TCG2Q1JP,,A2337,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
53,APPLE,MacBook Air 13  Apple,53,25-Jul-24,EN,SKJTPWM4C9P,,A2337,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
54,APPLE,MacBook Air 13  Apple,54,25-Jul-24,EN,SK7TD9K1GKL,,A2337,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
55,APPLE,MacBook Air 13  Apple,55,25-Jul-24,EN,SGG9X5WGJHN,,A2337,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
56,APPLE,MacBook Air 13  Apple,56,25-Jul-24,EN,SKW0C4G4HGY,,A2337,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
57,APPLE,MacBook Air 13  Apple,57,25-Jul-24,EN,SJ6DKFCNKF6,,A2681,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
59,APPLE,MacBook Air 13  Apple,59,25-Jul-24,EN,SJ2M4R9T2HQ,,A2337,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
61,APPLE,MacBook Air 13  Apple,61,25-Jul-24,EN,SM5PH4F2FHF,,A2337,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
63,APPLE,MacBook Pro 14  Apple,63,11-Apr-24,EN,SDDWPDHF62W,,A2992,COMPLETED,Uipath,NEW,ADP000,MacBook Pro 14  Apple M3 Pro 11-Core CPU 14-Core GPU 18GB RAM 512GB SSD,M3 Pro,11,14,18,512,,INCLUDED,,SHIPPED,Singapore
67,APPLE,MacBook Air 13  Apple,67,25-Jul-24,EN,SLXQLGCXVY9,,A2337,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
69,APPLE,MacBook Air 13  Apple,69,25-Jul-24,EN,SFNW1CP2XJ0,,A2337,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
70,APPLE,MacBook Air 13  Apple,70,25-Jul-24,EN,SGK60L2DFVJ,,A2337,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
72,APPLE,MacBook Air 13  Apple,72,25-Jul-24,EN,SMGQ1GL4THR,,A2337,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
73,APPLE,MacBook Air 13  Apple,73,25-Jul-24,EN,SH451652XW4,,A2337,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
74,APPLE,MacBook Air 13  Apple,74,25-Jul-24,EN,SL6GVV6X2VM,,A2337,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
75,APPLE,MacBook Air 13  Apple,75,21-Feb-24,EN,SC2YHTGC4MM,,A2681,COMPLETED,Sprout Social,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 10-Core GPU 16GB RAM 256GB SSD,M2,8,10,16,256,,INCLUDED,,SHIPPED,Singapore
76,APPLE,MacBook Air 13  Apple,76,21-Feb-24,EN,SJ2DWQ3X0D4,,A2681,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
77,APPLE,MacBook Air 13  Apple,77,21-Feb-24,EN,SH2Y7X5146G,,A2681,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
78,APPLE,MacBook Pro 16  Apple,78,25-Jul-24,EN,SG75Y6KGQT4,,A2991,COMPLETED,Wise,NEW,ADP000,MacBook Pro 16  Apple M3 Pro 12-Core CPU 18-Core GPU 36GB RAM 512GB SSD,M3 Pro,12,18,36,512,,INCLUDED,,SHIPPED,Singapore
80,APPLE,MacBook Pro 16  Apple,80,25-Jul-24,EN,SDQ2Y400F03,,A2991,COMPLETED,Wise,NEW,ADP000,MacBook Pro 16  Apple M3 Pro 12-Core CPU 18-Core GPU 36GB RAM 512GB SSD,M3 Pro,12,18,36,512,,INCLUDED,,SHIPPED,Singapore
81,APPLE,MacBook Pro 16  Apple,81,25-Jul-24,EN,SMW2QK0GQ9M,,A2991,COMPLETED,Wise,NEW,ADP000,MacBook Pro 16  Apple M3 Pro 12-Core CPU 18-Core GPU 36GB RAM 512GB SSD,M3 Pro,12,18,36,512,,INCLUDED,,SHIPPED,Singapore
82,APPLE,MacBook Pro 16  Apple,82,25-Jul-24,EN,SD5VV0RXV73,,A2991,COMPLETED,Wise,NEW,ADP000,MacBook Pro 16  Apple M3 Pro 12-Core CPU 18-Core GPU 36GB RAM 512GB SSD,M3 Pro,12,18,36,512,,INCLUDED,,SHIPPED,Singapore
83,APPLE,MacBook Pro 16  Apple,83,25-Jul-24,EN,SM4Y6V9F22H,,A2991,COMPLETED,Wise,NEW,ADP000,MacBook Pro 16  Apple M3 Pro 12-Core CPU 18-Core GPU 36GB RAM 512GB SSD,M3 Pro,12,18,36,512,,INCLUDED,,SHIPPED,Singapore
84,APPLE,MacBook Pro 16  Apple,84,25-Jul-24,EN,SJ0K7HYY07G,,A2991,COMPLETED,Wise,NEW,ADP000,MacBook Pro 16  Apple M3 Pro 12-Core CPU 18-Core GPU 36GB RAM 512GB SSD,M3 Pro,12,18,36,512,,INCLUDED,,SHIPPED,Singapore
85,APPLE,MacBook Pro 16  Apple,85,25-Jul-24,EN,SKJ92JQXWL3,,A2991,COMPLETED,Wise,NEW,ADP000,MacBook Pro 16  Apple M3 Pro 12-Core CPU 18-Core GPU 36GB RAM 512GB SSD,M3 Pro,12,18,36,512,,INCLUDED,,SHIPPED,Singapore
86,APPLE,MacBook Pro 16  Apple,86,25-Jul-24,EN,SJWGX9PXQ5M,,A2991,COMPLETED,Wise,NEW,ADP000,MacBook Pro 16  Apple M3 Pro 12-Core CPU 18-Core GPU 36GB RAM 512GB SSD,M3 Pro,12,18,36,512,,INCLUDED,,SHIPPED,Singapore
87,APPLE,MacBook Pro 16  Apple,87,25-Jul-24,EN,SD9XXG45J6N,,A2991,COMPLETED,Wise,NEW,ADP000,MacBook Pro 16  Apple M3 Pro 12-Core CPU 18-Core GPU 36GB RAM 512GB SSD,M3 Pro,12,18,36,512,,INCLUDED,,SHIPPED,Singapore
99,APPLE,MacBook Pro 14  Apple,99,27-Mar-24,EN,SHKF733JGVJ,,A2992,COMPLETED,Abnormal Security,NEW,ADP000,MacBook Pro 14  Apple M3 PRO 11-Core CPU 14-Core GPU 18GB RAM 512GB SSD,M3 PRO,11,14,18,512,,INCLUDED,,SHIPPED,Singapore
109,APPLE,MacBook Pro 14  Apple,109,11-Apr-24,EN,SD65C9N9NJ3,,A2442,COMPLETED,Uipath,NEW,ADP000,MacBook Pro 14  Apple M3 Pro 11-Core CPU 14-Core GPU 16GB RAM 512GB SSD,M3 Pro,11,14,16,512,,INCLUDED,,SHIPPED,Singapore
110,APPLE,MacBook Pro 14  Apple,110,11-Apr-24,EN,SJH9LD43GQ6,,A2442,COMPLETED,Uipath,NEW,ADP000,MacBook Pro 14  Apple M3 Pro 11-Core CPU 14-Core GPU 16GB RAM 512GB SSD,M3 Pro,11,14,16,512,,INCLUDED,,SHIPPED,Singapore
111,APPLE,MacBook Pro 14  Apple,111,11-Apr-24,EN,SK39VDYJTX7,,A2442,COMPLETED,Uipath,NEW,ADP000,MacBook Pro 14  Apple M3 Pro 11-Core CPU 14-Core GPU 16GB RAM 512GB SSD,M3 Pro,11,14,16,512,,INCLUDED,,SHIPPED,Singapore
112,APPLE,MacBook Air 13  Apple,112,,EN,SFVFKL4DJ1WFV,,A2337,COMPLETED,Firstbase,NEW,ADP000,MacBook Air 13  Apple M1 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M1,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
113,APPLE,MacBook Air 13  Apple,113,25-Jul-24,EN,SMF965WP2GM,,A2337,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
115,APPLE,MacBook Air 13  Apple,115,25-Jul-24,EN,SD7RLHXG3DR,,A2337,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
116,APPLE,MacBook Air 13  Apple,116,25-Jul-24,EN,SKL9CYQ5XVV,,A2337,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
117,APPLE,MacBook Air 13  Apple,117,25-Jul-24,EN,SKC9C29LTDK,,A2337,COMPLETED,Wise,NEW,ADP000,MacBook Air 13  Apple M2 8-Core CPU 8-Core GPU 8GB RAM 256GB SSD,M2,8,8,8,256,,INCLUDED,,SHIPPED,Singapore
